Timestamp(ms),Current(uA),D0-D7
21260,71832.539,00000000
21270,73384.414,00000000
21280,71238.195,00000000
21290,73180.773,00000000
21300,71186.656,00000000
21310,73099.969,00000000
21320,71013.203,00000000
21330,72973.555,00000000
21340,70996.500,00000000
21350,72850.750,00000000
21360,71001.492,00000000
21370,73003.602,00000000
21380,71140.359,00000000
21390,73174.109,00000000
21400,71247.211,00000000
21410,73104.055,00000000
21420,71171.617,00000000
21430,73186.984,00000000
21440,71310.742,00000000
21450,73236.813,00000000
21460,71283.539,00000000
21470,74130.992,00000000
21480,71549.711,00000000
21490,73388.070,00000000
21500,71383.891,00000000
21510,73333.406,00000000
21520,71429.344,00000000
21530,73204.797,00000000
21540,71363.305,00000000
21550,73343.016,00000000
21560,71423.805,00000000
21570,73283.406,00000000
21580,71322.891,00000000
21590,73278.953,00000000
21600,71371.109,00000000
21610,73200.266,00000000
21620,71250.258,00000000
21630,72581.398,00000000
21640,70573.602,00000000
21650,72519.180,00000000
21660,70510.742,00000000
21670,72375.773,00000000
21680,71395.688,00000000
21690,72969.867,00000000
21700,71199.984,00000000
21710,73227.109,00000000
21720,77457.805,00000000
21730,77040.430,00000000
21740,72828.039,00000000
21750,73922.281,00000000
21760,71663.344,00000000
21770,73400.719,00000000
21780,71418.852,00000000
21790,73620.406,00000000
21800,72202.086,00000000
21810,75595.789,00000000
21820,73958.586,00000000
21830,76270.555,00000000
21840,74236.602,00000000
21850,76457.000,00000000
21860,74191.203,00000000
21870,76522.031,00000000
21880,74399.336,00000000
21890,76849.492,00000000
21900,74873.188,00000000
21910,74981.508,00000000
21920,72142.047,00000000
21930,73670.617,00000000
21940,71550.930,00000000
21950,73484.773,00000000
21960,71628.414,00000000
21970,73506.805,00000000
21980,71654.742,00000000
21990,73506.602,00000000
22000,71668.320,00000000
22010,73508.430,00000000
22020,71600.633,00000000
22030,73352.352,00000000
22040,71536.328,00000000
22050,73472.148,00000000
22060,71544.188,00000000
22070,73529.617,00000000
22080,71588.109,00000000
22090,73581.492,00000000
22100,71455.883,00000000
22110,73992.734,00000000
22120,71631.141,00000000
22130,73261.313,00000000
22140,71205.469,00000000
22150,73048.844,00000000
22160,71146.188,00000000
22170,73054.164,00000000
22180,71033.781,00000000
22190,73013.172,00000000
22200,71118.789,00000000
22210,72974.938,00000000
22220,76985.023,00000000
22230,76461.492,00000000
22240,72582.930,00000000
22250,73569.969,00000000
22260,71419.844,00000000
22270,73299.336,00000000
22280,71106.539,00000000
22290,73041.227,00000000
22300,71204.570,00000000
22310,73530.164,00000000
22320,71282.297,00000000
22330,73093.828,00000000
22340,71121.828,00000000
22350,73009.344,00000000
22360,71134.773,00000000
22370,73042.781,00000000
22380,71169.375,00000000
22390,72998.563,00000000
22400,70966.313,00000000
22410,73005.836,00000000
22420,71054.898,00000000
22430,72953.508,00000000
22440,70988.867,00000000
22450,72124.078,00000000
22460,70397.797,00000000
22470,71748.102,00000000
22480,70413.539,00000000
22490,71851.516,00000000
22500,70393.336,00000000
22510,71743.250,00000000
22520,70186.547,00000000
22530,73119.945,00000000
22540,71218.141,00000000
22550,73199.547,00000000
22560,71019.414,00000000
22570,73008.172,00000000
22580,71055.234,00000000
22590,73101.758,00000000
22600,71231.148,00000000
22610,72931.063,00000000
22620,71103.742,00000000
22630,72960.195,00000000
22640,70982.680,00000000
22650,72871.633,00000000
22660,71094.711,00000000
22670,73011.484,00000000
22680,70952.367,00000000
22690,72960.922,00000000
22700,71114.164,00000000
22710,73149.117,00000000
22720,76976.563,00000000
22730,77229.016,00000000
22740,72684.203,00000000
22750,73713.891,00000000
22760,71390.508,00000000
22770,73152.094,00000000
22780,71208.828,00000000
22790,73130.938,00000000
22800,71105.891,00000000
22810,73878.414,00000000
22820,72810.820,00000000
22830,75854.875,00000000
22840,73835.555,00000000
22850,76126.578,00000000
22860,74100.781,00000000
22870,76245.891,00000000
22880,74126.609,00000000
22890,76419.164,00000000
22900,74400.641,00000000
22910,76634.094,00000000
22920,73524.594,00000000
22930,74075.039,00000000
22940,72546.820,00000000
22950,73723.711,00000000
22960,71580.766,00000000
22970,73447.969,00000000
22980,71500.086,00000000
22990,73443.250,00000000
23000,71632.563,00000000
23010,73507.867,00000000
23020,71658.922,00000000
23030,73406.930,00000000
23040,71144.508,00000000
23050,72631.211,00000000
23060,70736.727,00000000
23070,72451.938,00000000
23080,70606.250,00000000
23090,72430.531,00000000
23100,70705.070,00000000
23110,72531.750,00000000
23120,70906.141,00000000
23130,73206.789,00000000
23140,71492.578,00000000
23150,73975.969,00000000
23160,71485.180,00000000
23170,73106.820,00000000
23180,71152.203,00000000
23190,72873.813,00000000
23200,70843.242,00000000
23210,71768.250,00000000
23220,76166.547,00000000
23230,74838.898,00000000
23240,71145.953,00000000
23250,71908.711,00000000
23260,70003.094,00000000
23270,71384.617,00000000
23280,69866.016,00000000
23290,71449.781,00000000
23300,69913.867,00000000
23310,71541.555,00000000
23320,69867.523,00000000
23330,71485.906,00000000
23340,70029.680,00000000
23350,71731.438,00000000
23360,70225.695,00000000
23370,73669.359,00000000
23380,71523.867,00000000
23390,73325.430,00000000
23400,71389.930,00000000
23410,73171.141,00000000
23420,71301.680,00000000
23430,73228.820,00000000
23440,71355.383,00000000
23450,73120.500,00000000
23460,71268.109,00000000
23470,73244.398,00000000
23480,71302.586,00000000
23490,73188.070,00000000
23500,71269.398,00000000
23510,73143.570,00000000
23520,71341.195,00000000
23530,73147.813,00000000
23540,71203.938,00000000
23550,73052.141,00000000
23560,71015.117,00000000
23570,72914.164,00000000
23580,71740.930,00000000
23590,73277.734,00000000
23600,71183.922,00000000
23610,73098.977,00000000
23620,71146.508,00000000
23630,73027.148,00000000
23640,71059.633,00000000
23650,72817.125,00000000
23660,71060.945,00000000
23670,72897.859,00000000
23680,71269.414,00000000
23690,73059.430,00000000
23700,71074.375,00000000
23710,72901.164,00000000
23720,76840.344,00000000
23730,76691.250,00000000
23740,72320.680,00000000
23750,72522.563,00000000
23760,70612.992,00000000
23770,72030.594,00000000
23780,70394.852,00000000
23790,73024.570,00000000
23800,70834.000,00000000
23810,72057.102,00000000
23820,70996.602,00000000
23830,74143.422,00000000
23840,73374.273,00000000
23850,76067.086,00000000
23860,74031.648,00000000
23870,76182.797,00000000
23880,74126.977,00000000
23890,76239.766,00000000
23900,74072.094,00000000
23910,76147.953,00000000
23920,74215.430,00000000
23930,76474.039,00000000
23940,72701.375,00000000
23950,74192.875,00000000
23960,71912.438,00000000
23970,73799.211,00000000
23980,71690.813,00000000
23990,73702.703,00000000
24000,71735.578,00000000
24010,74243.031,00000000
24020,71823.930,00000000
24030,73541.945,00000000
24040,71699.359,00000000
24050,73438.703,00000000
24060,71513.266,00000000
24070,73498.891,00000000
24080,71519.852,00000000
24090,73391.703,00000000
24100,71449.234,00000000
24110,73444.758,00000000
24120,71417.672,00000000
24130,73215.586,00000000
24140,71461.094,00000000
24150,73564.125,00000000
24160,71627.016,00000000
24170,73407.453,00000000
24180,71400.602,00000000
24190,73147.188,00000000
24200,71150.500,00000000
24210,72996.133,00000000
24220,77316.977,00000000
24230,77088.500,00000000
24240,72732.820,00000000
24250,73622.617,00000000
24260,71426.133,00000000
24270,73228.125,00000000
24280,71297.156,00000000
24290,73101.391,00000000
24300,71154.563,00000000
24310,73138.453,00000000
24320,71149.500,00000000
24330,72926.633,00000000
24340,71058.406,00000000
24350,73066.422,00000000
24360,71224.078,00000000
24370,73190.492,00000000
24380,71327.758,00000000
24390,73197.109,00000000
24400,71248.586,00000000
24410,73247.891,00000000
24420,71220.422,00000000
24430,73372.656,00000000
24440,71722.383,00000000
24450,73331.586,00000000
24460,71304.594,00000000
24470,72639.445,00000000
24480,70465.086,00000000
24490,72251.281,00000000
24500,70442.156,00000000
24510,72351.047,00000000
24520,70475.648,00000000
24530,72417.570,00000000
24540,70982.781,00000000
24550,72930.898,00000000
24560,71127.617,00000000
24570,73143.164,00000000
24580,71171.273,00000000
24590,73103.250,00000000
24600,71171.883,00000000
24610,73135.430,00000000
24620,71297.219,00000000
24630,73166.102,00000000
24640,71948.734,00000000
24650,73421.391,00000000
24660,71388.508,00000000
24670,73220.289,00000000
24680,71852.141,00000000
24690,73435.797,00000000
24700,71886.055,00000000
24710,73486.766,00000000
24720,77966.242,00000000
24730,77357.227,00000000
24740,74180.633,00000000
24750,76319.242,00000000
24760,74832.102,00000000
24770,76729.477,00000000
24780,74991.891,00000000
24790,76637.547,00000000
24800,74794.648,00000000
24810,76727.570,00000000
24820,74994.359,00000000
24830,76768.234,00000000
24840,75061.227,00000000
24850,76125.039,00000000
24860,72906.617,00000000
24870,73837.719,00000000
24880,71953.242,00000000
24890,73572.578,00000000
24900,71883.063,00000000
24910,73587.164,00000000
24920,71809.516,00000000
24930,73452.125,00000000
24940,72127.102,00000000
24950,73951.477,00000000
24960,72335.055,00000000
24970,73949.117,00000000
24980,72300.438,00000000
24990,73968.570,00000000
25000,72310.414,00000000
25010,73938.789,00000000
25020,72288.383,00000000
25030,73905.586,00000000
25040,72168.313,00000000
25050,73773.883,00000000
25060,71826.742,00000000
25070,72880.500,00000000
25080,71709.352,00000000
25090,72772.859,00000000
25100,71617.742,00000000
25110,72827.813,00000000
25120,71647.922,00000000
25130,73708.172,00000000
25140,72233.961,00000000
25150,74021.820,00000000
25160,72486.398,00000000
25170,74030.063,00000000
25180,72322.656,00000000
25190,73810.711,00000000
25200,72058.375,00000000
25210,73581.766,00000000
25220,78111.234,00000000
25230,77109.961,00000000
25240,73269.531,00000000
25250,74101.836,00000000
25260,72135.430,00000000
25270,74413.422,00000000
25280,72343.469,00000000
25290,73660.297,00000000
25300,71937.563,00000000
25310,73593.719,00000000
25320,71934.953,00000000
25330,73473.242,00000000
25340,71962.219,00000000
25350,73634.219,00000000
25360,71922.961,00000000
25370,73423.813,00000000
25380,71972.766,00000000
25390,73721.305,00000000
25400,72142.914,00000000
25410,73874.914,00000000
25420,72246.461,00000000
25430,73734.578,00000000
25440,72024.664,00000000
25450,73754.305,00000000
25460,72081.219,00000000
25470,73677.461,00000000
25480,72748.313,00000000
25490,73767.719,00000000
25500,72003.016,00000000
25510,73673.602,00000000
25520,72098.898,00000000
25530,73696.859,00000000
25540,72178.156,00000000
25550,73844.680,00000000
25560,72041.484,00000000
25570,73631.828,00000000
25580,71942.477,00000000
25590,73565.414,00000000
25600,71879.422,00000000
25610,73586.547,00000000
25620,71997.734,00000000
25630,73654.789,00000000
25640,72170.164,00000000
25650,73891.117,00000000
25660,72172.172,00000000
25670,73719.305,00000000
25680,72165.273,00000000
25690,73692.211,00000000
25700,72762.102,00000000
25710,73955.602,00000000
25720,78318.852,00000000
25730,77695.258,00000000
25740,73669.367,00000000
25750,75070.313,00000000
25760,73789.930,00000000
25770,76377.195,00000000
25780,75034.805,00000000
25790,76900.891,00000000
25800,75179.883,00000000
25810,76826.336,00000000
25820,75147.625,00000000
25830,76924.984,00000000
25840,75284.391,00000000
25850,76900.063,00000000
25860,75266.984,00000000
25870,74922.875,00000000
25880,72324.305,00000000
25890,73227.133,00000000
25900,72143.484,00000000
25910,73110.063,00000000
25920,71105.836,00000000
25930,72388.250,00000000
25940,69908.727,00000000
25950,71983.313,00000000
25960,69699.469,00000000
25970,72682.195,00000000
25980,70671.695,00000000
25990,72968.242,00000000
26000,70902.836,00000000
26010,72982.703,00000000
26020,70785.945,00000000
26030,72782.461,00000000
26040,70724.141,00000000
26050,72999.516,00000000
26060,70842.703,00000000
26070,73260.750,00000000
26080,71070.125,00000000
26090,73544.414,00000000
26100,72349.914,00000000
26110,74339.477,00000000
26120,72845.258,00000000
26130,74305.742,00000000
26140,72685.633,00000000
26150,74091.469,00000000
26160,72370.094,00000000
26170,73994.320,00000000
26180,72370.531,00000000
26190,74009.195,00000000
26200,72300.414,00000000
26210,73864.641,00000000
26220,78274.242,00000000
26230,77160.594,00000000
26240,73325.914,00000000
26250,74066.719,00000000
26260,72195.039,00000000
26270,73582.234,00000000
26280,71892.047,00000000
26290,73532.953,00000000
26300,71906.328,00000000
26310,73654.766,00000000
26320,72342.031,00000000
26330,74134.633,00000000
26340,72005.391,00000000
26350,72845.469,00000000
26360,71444.750,00000000
26370,72690.078,00000000
26380,71634.789,00000000
26390,72700.047,00000000
26400,71287.367,00000000
26410,72422.789,00000000
26420,71407.844,00000000
26430,73560.086,00000000
26440,71896.891,00000000
26450,73523.023,00000000
26460,72034.711,00000000
26470,73781.070,00000000
26480,72128.688,00000000
26490,73767.000,00000000
26500,72079.617,00000000
26510,73706.422,00000000
26520,72492.422,00000000
26530,74218.836,00000000
26540,72297.172,00000000
26550,73928.352,00000000
26560,72205.602,00000000
26570,73910.406,00000000
26580,72218.164,00000000
26590,73765.828,00000000
26600,72243.789,00000000
26610,73807.094,00000000
26620,72070.320,00000000
26630,73686.711,00000000
26640,71926.063,00000000
26650,73479.766,00000000
26660,71784.430,00000000
26670,73369.852,00000000
26680,71791.039,00000000
26690,73292.367,00000000
26700,71787.242,00000000
26710,73532.219,00000000
26720,78278.992,00000000
26730,78237.141,00000000
26740,73611.789,00000000
26750,74193.977,00000000
26760,72102.438,00000000
26770,74745.648,00000000
26780,73890.578,00000000
26790,76437.477,00000000
26800,74752.023,00000000
26810,76638.828,00000000
26820,74911.992,00000000
26830,76704.516,00000000
26840,75187.922,00000000
26850,76867.719,00000000
26860,75156.250,00000000
26870,76850.141,00000000
26880,74098.633,00000000
26890,74438.758,00000000
26900,72354.516,00000000
26910,73711.281,00000000
26920,72084.648,00000000
26930,73562.320,00000000
26940,72617.367,00000000
26950,73858.367,00000000
26960,72168.469,00000000
26970,73661.664,00000000
26980,72115.625,00000000
26990,73897.445,00000000
27000,72274.898,00000000
27010,73929.383,00000000
27020,72368.367,00000000
27030,74092.758,00000000
27040,72434.883,00000000
27050,73971.719,00000000
27060,72392.250,00000000
27070,73922.961,00000000
27080,72372.461,00000000
27090,74059.305,00000000
27100,72289.070,00000000
27110,73892.773,00000000
27120,72427.070,00000000
27130,73957.195,00000000
27140,72279.063,00000000
27150,73940.992,00000000
27160,72824.195,00000000
27170,74017.953,00000000
27180,72378.961,00000000
27190,74035.523,00000000
27200,72226.398,00000000
27210,73944.219,00000000
27220,78352.766,00000000
27230,77508.461,00000000
27240,73501.109,00000000
27250,74190.664,00000000
27260,72106.914,00000000
27270,73547.758,00000000
27280,71920.297,00000000
27290,73577.664,00000000
27300,71909.773,00000000
27310,73205.109,00000000
27320,71401.922,00000000
27330,72802.438,00000000
27340,71272.070,00000000
27350,72751.594,00000000
27360,71120.125,00000000
27370,73324.813,00000000
27380,71771.469,00000000
27390,73274.633,00000000
27400,71697.445,00000000
27410,73165.297,00000000
27420,71796.273,00000000
27430,73506.414,00000000
27440,71861.211,00000000
27450,73461.508,00000000
27460,71923.625,00000000
27470,73419.641,00000000
27480,71858.773,00000000
27490,73512.188,00000000
27500,72033.492,00000000
27510,73753.516,00000000
27520,72041.273,00000000
27530,73552.516,00000000
27540,71939.961,00000000
27550,73608.813,00000000
27560,71982.313,00000000
27570,73610.156,00000000
27580,72630.922,00000000
27590,73804.906,00000000
27600,71919.461,00000000
27610,73436.922,00000000
27620,71817.578,00000000
27630,73299.297,00000000
27640,71535.531,00000000
27650,72375.164,00000000
27660,71138.992,00000000
27670,72379.547,00000000
27680,71441.805,00000000
27690,72488.383,00000000
27700,71195.320,00000000
27710,72244.781,00000000
27720,77496.234,00000000
27730,77259.078,00000000
27740,73322.484,00000000
27750,74204.773,00000000
27760,72291.984,00000000
27770,73804.281,00000000
27780,73224.836,00000000
27790,75445.867,00000000
27800,74483.172,00000000
27810,76521.039,00000000
27820,74971.641,00000000
27830,76809.570,00000000
27840,75032.508,00000000
27850,76766.773,00000000
27860,74914.766,00000000
27870,76588.813,00000000
27880,74892.594,00000000
27890,76671.359,00000000
27900,73166.109,00000000
27910,74164.672,00000000
27920,72279.422,00000000
27930,73757.141,00000000
27940,71965.547,00000000
27950,73556.453,00000000
27960,72042.273,00000000
27970,73578.227,00000000
27980,72016.367,00000000
27990,73818.539,00000000
28000,72603.953,00000000
28010,74118.898,00000000
28020,72413.266,00000000
28030,74050.883,00000000
28040,72295.391,00000000
28050,73763.906,00000000
28060,71998.281,00000000
28070,73706.938,00000000
28080,72093.539,00000000
28090,73715.266,00000000
28100,72205.766,00000000
28110,73755.156,00000000
28120,72135.805,00000000
28130,73816.625,00000000
28140,72233.102,00000000
28150,73965.984,00000000
28160,72339.383,00000000
28170,73991.945,00000000
28180,72397.258,00000000
28190,74090.977,00000000
28200,72408.945,00000000
28210,74366.766,00000000
28220,78762.656,00000000
28230,77542.656,00000000
28240,73653.070,00000000
28250,74448.242,00000000
28260,72495.617,00000000
28270,73771.039,00000000
28280,71934.539,00000000
28290,73722.211,00000000
28300,72109.211,00000000
28310,73679.500,00000000
28320,71998.086,00000000
28330,73779.164,00000000
28340,72092.555,00000000
28350,73698.117,00000000
28360,72010.469,00000000
28370,73710.406,00000000
28380,72045.234,00000000
28390,73749.305,00000000
28400,71999.211,00000000
28410,73470.234,00000000
28420,72127.172,00000000
28430,73979.000,00000000
28440,72217.641,00000000
28450,73779.539,00000000
28460,72120.484,00000000
28470,73616.992,00000000
28480,71971.727,00000000
28490,73488.922,00000000
28500,71990.695,00000000
28510,73456.000,00000000
28520,71988.250,00000000
28530,73659.906,00000000
28540,72083.828,00000000
28550,73557.406,00000000
28560,71885.234,00000000
28570,73425.453,00000000
28580,71768.828,00000000
28590,73359.711,00000000
28600,71745.039,00000000
28610,73359.188,00000000
28620,71768.055,00000000
28630,73648.008,00000000
28640,71939.906,00000000
28650,73099.602,00000000
28660,70481.094,00000000
28670,72510.195,00000000
28680,70368.844,00000000
28690,72544.367,00000000
28700,70260.859,00000000
28710,72429.422,00000000
28720,76086.133,00000000
28730,75802.758,00000000
28740,71079.039,00000000
28750,72419.563,00000000
28760,69798.875,00000000
28770,72037.094,00000000
28780,69821.938,00000000
28790,72166.344,00000000
28800,71179.797,00000000
28810,75162.477,00000000
28820,74310.109,00000000
28830,76518.938,00000000
28840,74631.945,00000000
28850,77020.336,00000000
28860,74941.516,00000000
28870,76639.242,00000000
28880,74871.328,00000000
28890,76512.883,00000000
28900,74816.477,00000000
28910,75238.914,00000000
28920,72485.211,00000000
28930,73610.313,00000000
28940,71773.336,00000000
28950,72384.141,00000000
28960,70952.195,00000000
28970,72028.188,00000000
28980,70999.289,00000000
28990,72207.055,00000000
29000,71003.031,00000000
29010,72244.461,00000000
29020,71139.602,00000000
29030,73224.977,00000000
29040,71983.000,00000000
29050,73844.844,00000000
29060,72865.125,00000000
29070,74068.820,00000000
29080,72196.664,00000000
29090,73922.547,00000000
29100,72352.203,00000000
29110,73973.906,00000000
29120,72171.898,00000000
29130,73779.125,00000000
29140,72164.250,00000000
29150,73716.211,00000000
29160,72046.531,00000000
29170,73902.469,00000000
29180,72256.844,00000000
29190,73993.602,00000000
29200,72307.242,00000000
29210,74079.648,00000000
29220,78489.211,00000000
29230,77378.086,00000000
29240,73512.633,00000000
29250,74313.688,00000000
29260,72513.117,00000000
29270,74061.914,00000000
29280,72971.266,00000000
29290,74033.898,00000000
29300,72100.273,00000000
29310,73516.273,00000000
29320,71855.039,00000000
29330,73356.367,00000000
29340,71789.516,00000000
29350,73346.922,00000000
29360,71809.961,00000000
29370,73486.188,00000000
29380,71955.680,00000000
29390,73596.695,00000000
29400,72026.406,00000000
29410,73401.500,00000000
29420,71825.313,00000000
29430,73424.984,00000000
29440,71977.133,00000000
29450,73548.195,00000000
29460,72069.742,00000000
29470,73681.398,00000000
29480,72084.391,00000000
29490,74219.719,00000000
29500,72285.289,00000000
29510,73907.945,00000000
29520,72225.586,00000000
29530,73786.969,00000000
29540,72215.625,00000000
29550,73927.852,00000000
29560,72302.664,00000000
29570,73884.359,00000000
29580,72155.742,00000000
29590,73665.281,00000000
29600,72069.984,00000000
29610,73605.734,00000000
29620,71980.867,00000000
29630,73579.586,00000000
29640,72138.156,00000000
29650,73756.672,00000000
29660,72158.172,00000000
29670,73765.875,00000000
29680,72182.242,00000000
29690,73758.109,00000000
29700,72181.047,00000000
29710,74324.539,00000000
29720,78247.938,00000000
29730,77445.359,00000000
29740,73421.039,00000000
29750,74251.031,00000000
29760,72202.320,00000000
29770,73655.875,00000000
29780,71889.203,00000000
29790,73510.078,00000000
29800,72000.813,00000000
29810,74308.305,00000000
29820,73823.492,00000000
29830,76498.984,00000000
29840,74952.867,00000000
29850,76809.109,00000000
29860,75126.156,00000000
29870,76803.063,00000000
29880,74989.391,00000000
29890,76757.984,00000000
29900,75135.594,00000000
29910,76890.992,00000000
29920,75285.859,00000000
29930,74936.680,00000000
29940,72649.867,00000000
29950,73859.266,00000000
29960,72188.328,00000000
29970,73649.391,00000000
29980,71988.422,00000000
29990,73666.922,00000000
30000,72160.406,00000000
30010,73719.547,00000000
30020,72203.297,00000000
30030,73727.422,00000000
30040,72131.547,00000000
30050,73681.461,00000000
30060,72250.258,00000000
30070,74169.688,00000000
30080,72631.313,00000000
30090,74305.891,00000000
30100,72492.063,00000000
30110,73968.828,00000000
30120,73380.820,00000000
30130,74323.922,00000000
30140,72140.336,00000000
30150,73296.984,00000000
30160,71718.117,00000000
30170,73191.609,00000000
30180,71684.156,00000000
30190,73245.609,00000000
30200,71661.320,00000000
30210,73047.680,00000000
30220,77948.211,00000000
30230,77395.156,00000000
30240,73470.969,00000000
30250,73591.609,00000000
30260,72020.766,00000000
30270,73100.883,00000000
30280,71816.625,00000000
30290,72985.281,00000000
30300,71716.625,00000000
30310,72869.289,00000000
30320,72746.305,00000000
30330,73890.742,00000000
30340,72089.078,00000000
30350,73750.297,00000000
30360,72178.203,00000000
30370,73760.148,00000000
30380,72188.391,00000000
30390,73767.781,00000000
30400,72170.281,00000000
30410,73655.375,00000000
30420,72112.898,00000000
30430,73690.500,00000000
30440,72009.273,00000000
30450,73759.875,00000000
30460,72134.516,00000000
30470,73809.922,00000000
30480,72112.117,00000000
30490,73559.820,00000000
30500,71865.234,00000000
30510,73583.953,00000000
30520,72166.156,00000000
30530,73790.078,00000000
30540,73116.898,00000000
30550,74038.781,00000000
30560,72312.664,00000000
30570,73748.797,00000000
30580,72108.961,00000000
30590,73706.438,00000000
30600,72090.180,00000000
30610,73768.047,00000000
30620,72322.758,00000000
30630,73831.711,00000000
30640,72204.914,00000000
30650,73712.930,00000000
30660,71977.391,00000000
30670,73632.672,00000000
30680,72223.641,00000000
30690,73765.586,00000000
30700,72218.367,00000000
30710,73819.188,00000000
30720,78391.625,00000000
30730,77793.500,00000000
30740,73699.766,00000000
30750,75275.008,00000000
30760,72684.586,00000000
30770,73956.547,00000000
30780,72204.656,00000000
30790,73805.461,00000000
30800,72230.523,00000000
30810,73756.883,00000000
30820,72242.406,00000000
30830,74882.133,00000000
30840,74270.305,00000000
30850,76557.391,00000000
30860,74899.039,00000000
30870,76856.469,00000000
30880,75146.773,00000000
30890,76918.828,00000000
30900,75232.898,00000000
30910,76912.992,00000000
30920,75098.445,00000000
30930,76891.250,00000000
30940,73641.352,00000000
30950,74182.266,00000000
30960,72803.875,00000000
30970,73926.000,00000000
30980,72134.141,00000000
30990,73771.688,00000000
31000,72027.336,00000000
31010,73528.461,00000000
31020,71953.328,00000000
31030,73500.117,00000000
31040,72022.219,00000000
31050,73630.375,00000000
31060,71944.898,00000000
31070,73659.523,00000000
31080,72188.078,00000000
31090,73957.094,00000000
31100,72357.984,00000000
31110,73979.781,00000000
31120,72433.727,00000000
31130,74009.594,00000000
31140,72466.336,00000000
31150,74117.148,00000000
31160,72402.922,00000000
31170,74118.984,00000000
31180,72957.242,00000000
31190,74117.938,00000000
31200,72435.156,00000000
31210,74081.508,00000000
31220,78583.086,00000000
31230,77680.273,00000000
31240,73754.461,00000000
31250,74518.883,00000000
31260,72525.305,00000000
31270,74011.297,00000000
31280,72293.695,00000000
31290,73875.719,00000000
31300,72322.805,00000000
31310,73950.766,00000000
31320,72253.789,00000000
31330,73860.609,00000000
31340,72010.344,00000000
31350,73325.203,00000000
31360,71507.039,00000000
31370,72812.461,00000000
31380,70518.586,00000000
31390,72733.734,00000000
31400,71057.531,00000000
31410,72843.305,00000000
31420,70466.266,00000000
31430,72519.281,00000000
31440,70383.828,00000000
31450,72586.836,00000000
31460,70347.273,00000000
31470,72523.492,00000000
31480,70367.414,00000000
31490,72640.836,00000000
31500,70438.719,00000000
31510,72815.422,00000000
31520,70557.617,00000000
31530,72927.359,00000000
31540,71585.492,00000000
31550,72526.422,00000000
31560,71177.773,00000000
31570,72017.422,00000000
31580,70584.945,00000000
31590,71694.945,00000000
31600,71020.906,00000000
31610,71694.516,00000000
31620,70395.531,00000000
31630,72432.906,00000000
31640,71488.719,00000000
31650,73352.813,00000000
31660,71964.836,00000000
31670,74722.617,00000000
31680,71910.445,00000000
31690,73239.273,00000000
31700,71388.172,00000000
31710,76628.828,00000000
31720,82550.734,00000000
31730,82635.445,00000000
31740,79605.719,00000000
31750,81255.172,00000000
31760,76557.906,00000000
31770,80429.875,00000000
31780,79586.914,00000000
31790,81812.406,00000000
31800,80001.164,00000000
31810,81857.039,00000000
31820,76917.234,00000000
31830,80676.406,00000000
31840,79817.086,00000000
31850,80807.352,00000000
31860,78512.320,00000000
31870,79494.844,00000000
31880,74645.625,00000000
31890,78275.031,00000000
31900,77143.477,00000000
31910,79150.602,00000000
31920,77571.422,00000000
31930,79009.789,00000000
31940,73979.648,00000000
31950,77871.773,00000000
31960,77222.977,00000000
31970,79008.766,00000000
31980,77916.750,00000000
31990,79549.672,00000000
32000,74197.008,00000000
32010,77841.742,00000000
32020,77270.047,00000000
32030,78999.289,00000000
32040,77304.266,00000000
32050,78790.039,00000000
32060,74870.203,00000000
32070,74560.492,00000000
32080,72181.781,00000000
32090,77346.523,00000000
32100,76914.984,00000000
32110,79141.898,00000000
32120,77758.070,00000000
32130,79363.086,00000000
32140,77927.188,00000000
32150,79999.117,00000000
32160,78546.117,00000000
32170,79698.906,00000000
32180,77948.633,00000000
32190,79414.992,00000000
32200,78274.977,00000000
32210,79967.484,00000000
32220,84026.367,00000000
32230,83008.719,00000000
32240,79283.023,00000000
32250,80180.938,00000000
32260,78308.602,00000000
32270,79690.242,00000000
32280,78450.398,00000000
32290,79764.688,00000000
32300,78086.695,00000000
32310,79780.633,00000000
32320,78438.438,00000000
32330,79785.641,00000000
32340,78076.867,00000000
32350,79769.031,00000000
32360,77943.734,00000000
32370,79607.508,00000000
32380,77762.609,00000000
32390,79291.094,00000000
32400,77708.758,00000000
32410,79443.938,00000000
32420,78069.961,00000000
32430,79594.578,00000000
32440,77848.508,00000000
32450,79570.906,00000000
32460,77642.516,00000000
32470,79632.023,00000000
32480,77884.891,00000000
32490,79590.719,00000000
32500,78407.320,00000000
32510,79771.555,00000000
32520,78024.375,00000000
32530,79588.805,00000000
32540,77652.180,00000000
32550,79499.859,00000000
32560,77906.094,00000000
32570,79612.586,00000000
32580,77868.070,00000000
32590,79648.938,00000000
32600,78223.367,00000000
32610,79508.531,00000000
32620,77677.844,00000000
32630,79294.102,00000000
32640,78051.883,00000000
32650,79586.000,00000000
32660,77774.688,00000000
32670,79724.492,00000000
32680,77920.211,00000000
32690,79417.539,00000000
32700,77952.117,00000000
32710,80297.727,00000000
32720,84039.375,00000000
32730,83094.258,00000000
32740,79555.539,00000000
32750,80540.195,00000000
32760,79068.586,00000000
32770,81223.711,00000000
32780,80113.305,00000000
32790,81946.406,00000000
32800,80275.555,00000000
32810,81837.773,00000000
32820,80185.453,00000000
32830,81412.852,00000000
32840,80025.719,00000000
32850,81033.102,00000000
32860,79807.313,00000000
32870,79588.102,00000000
32880,77634.867,00000000
32890,78778.563,00000000
